species,id,name,sex,accuracy,birthYear,acquisition,originDate,originLocation,mother,father,transfers,currently,region,status,statusDate,COD,notes,transferDate,transfer,entryDate\
Bottlenose,"NOA0006581, AZA 1359, SWF-TT-0908",Amelia,F,a,2009,Born,9/2/09,Discovery Cove,Roxy,NA,NA,Discovery Cove,US,Died,8/9/11,jejunal hemorrhage,NA,NA,US,2009-09-02\
Bottlenose,"NOA0010371, AZA ????, SWF-TT-1606",Nero,M,a,2016,Born,8/7/16,Discovery Cove,Nueces,Scott,NA,Discovery Cove,US,Died,11/29/16,Acute reaction to vaccine,NA,NA,US,2016-08-07\
Bottlenose,"NOA0010373, AZA ????, SWF-TT-1607",Star,F,a,2016,Born,8/14/16,Discovery Cove,Stella,NA,NA,Discovery Cove,US,Died,10/15/16,Failure to thrive,NA,NA,US,2016-08-14\
Bottlenose,"NOA0000690, AZA 35, 910050 (ISIS)",Pepper,M,e,1963,Capture,1/15/69,"Atlantic Ocean, FL",NA,NA,"Florida, Unknown to Quinlan Marine Attractions (15-Jan-1969) to Busch Gardens Tampa (??-Jul-1979) to Dolphin Connection (15-Feb-1991?)",Dolphin Connection,US,Died,6/26/95,Euthanasia,NA,NA,US,1969-01-15\
Bottlenose,"NOA0000665, AZA 125, 0499M (CZS)",Nemo,M,e,1973,Capture,1/25/76,"Atlantic Ocean, FL",NA,NA,"Florida, Atlantic Ocean to Dolphin Research Center (25-Jan-1976) to Brookfield Zoo (13-Mar-1976) to Dolphin Connection (29-Apr-1999)",Dolphin Connection,US,Died,12/12/12,"Myocarditis, myocardial abscess",NA,NA,US,1976-01-25\
Bottlenose,"NOA0000692, AZA 182, 910052 (ISIS)",Schooner,F,e,1976,Capture,9/2/81,"Texas, Gulf of Mexico",NA,NA,"Texas, Gulf of Mexico to Quinlan Marine Attractions (02-Sep-1981) to National Aquarium in Baltimore (23-Oct-1990) to Dolphin Connection (17-Nov-1990)",Dolphin Connection,US,Died,10/2/94,Euthanasia,NA,NA,US,1981-09-02\
Bottlenose,"NOA0000695, AZA 183, SWF-TT-8602, 920002 (ISIS)",Rebel,M,e,1978,Capture,10/27/82,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to Dinnes, Marty (Hawks Cay?) (27-Oct-1982) to SeaWorld Orlando (26-Feb-1986) to Dolphin Connection (07-Jan-1992)",Dolphin Connection,US,Died,9/29/94,Pneumonia,NA,NA,US,1982-10-27\
Bottlenose,"NOA0005006, AZA 276",Colebar,M,e,1981,Capture,8/6/84,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy (27-Aug-1984) to Dolphin Connection (12-Mar-1997)",Dolphin Connection,US,Died,7/13/97,Respiratory cryptococcosis,NA,NA,US,1984-08-06\
Bottlenose,"NOAA0005074, AZA 331, 03971M (CZS)",Sebastianwil,M,e,1983,Capture,9/8/88,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy (15-Sep-1988) to Dolphin Connection (12-Mar-1997)",Dolphin Connection,US,Died,4/12/12,Complications from pneumonia,NA,NA,US,1988-09-08\
Bottlenose,"NOA0002130, 11895501M",Benni,M,e,1986,Capture,11/26/89,Florida Keys,NA,NA,Florida Keys to Dolphin Connection (26-Nov-1989),Dolphin Connection,US,Died,2/14/90,Staphylococcal pneumonia,NA,NA,US,1989-11-26\
Bottlenose,"NOA0000689, AZA 439, 910049",Akeakamai,F,a,1990,Born,3/31/90,Dolphin Connection,April,Merlin,NA,Dolphin Connection,US,Died,6/6/98,-,"Akeakamai was previously named ""Merritt""",NA,US,1990-03-31\
Bottlenose,"NOA0005650, AZA 554",Dolber's Calf,F,a,1995,Stillbirth,6/16/95,Dolphin Connection,Dolber(Happy),NA,NA,Dolphin Connection,US,Stillbirth,6/16/95,-,"Dolber was named ""Happy"" when she lived at Hawk's Cay (Dolphin Connection), she was renamed when she moved to Dolphin Quest Bermuda",NA,US,1995-06-16\
Bottlenose,"NOA0005949, AZA 778, 675 (CZS)",Wilson,M,a,2001,Born,4/18/01,Dolphin Connection,April,Sebastian,"Dolphin Connection to Open Sea, Escaped from Pen (08-Jan-2008)",Dolphin Connection,US,Escaped (Found Dead),1/16/08,Presumed starvation,"Wilson escaped on 16 Jan 2008, he was found dead on 15 Feb 2008, presumed starvation",NA,US,2001-04-18\
Bottlenose,"NOA0003748, AZA 380, F88M-1 (Dolphin Quest)",Hobi,M,e,1985,Capture,2/17/88,"Gulf of Mexico, FL, US",NA,NA,"Florida, Gulf of Mexico to Unknown Holding (17-Feb-1988) to Dolphin Quest Hawaii (20-Aug-1988)",Dolphin Quest Hawai'i,US,Died,7/26/99,Acute septicemia,NA,NA,US,1988-02-17\
Bottlenose,"NOA0003747, AZA 377, F88F-1 (Dolphin Quest)",Leilani,F,e,1985,Capture,2/17/88,"Gulf of Mexico, FL, US",NA,NA,"Florida, Gulf of Mexico to Unknown Holding (17-Feb-1988) to Dolphin Quest Hawaii (20-Aug-1988)",Dolphin Quest Hawai'i,US,Died,10/4/99,Kidney obstruction,NA,NA,US,1988-02-17\
Bottlenose,NOA0003752,Kai,M,e,1985,Capture,2/26/88,"Gulf of Mexico, FL, US",NA,NA,"Florida, Gulf of Mexico to Unknown Holding (17-Feb-1988) to Dolphin Quest Hawaii (20-Aug-1988)",Dolphin Quest Hawai'i,US,Died,4/9/89,Toxins (NA+ channel blockers),NA,NA,US,1988-02-26\
Bottlenose,NOA0003750,Yoichi,M,e,1985,Capture,2/26/88,"Gulf of Mexico, FL, US",NA,NA,"Florida, Gulf of Mexico to Unknown Holding (17-Feb-1988) to Dolphin Quest Hawaii (20-Aug-1988)",Dolphin Quest Hawai'i,US,Died,3/16/89,Toxins (NA+ channel blockers),NA,NA,US,1988-02-26\
Bottlenose,"NOA0003753, AZA 535",Pele's Calf,F,a,1994,Stillbirth,7/1/94,Dolphin Quest Hawaii,Pele,Hobi,NA,Dolphin Quest Hawai'i,US,Stillbirth,7/1/94,-,NA,NA,US,1994-07-01\
Bottlenose,"NOA0005591, AZA 563, AU95F1",Malia,F,a,1995,Born,8/21/95,Dolphin Quest Hawaii,Pele,Hobi,NA,Dolphin Quest Hawai'i,US,Died,10/25/00,Intestinal torsion,NA,NA,US,1995-08-21\
Bottlenose,AZA 590,Shaka's Calf,F,a,1996,Stillbirth,9/26/96,Dolphin Quest Hawaii,Shaka,Hobi,NA,Dolphin Quest Hawai'i,US,Stillbirth,9/26/96,-,NA,NA,US,1996-09-26\
Bottlenose,"NOA0005708, AZA 630, OCT97M1",Hanale,M,a,1997,Born,10/25/97,Dolphin Quest Hawaii,Pele,Hobi,NA,Dolphin Quest Hawai'i,US,Died,12/28/02,-,NA,NA,US,1997-10-25\
Bottlenose,"NOA0005710, AZA 1075, 97F-1",Shaka's Calf,U,a,1997,Born,11/3/97,Dolphin Quest Hawaii,Shaka,Hobi,NA,Dolphin Quest Hawai'i,US,Died,11/19/97,Trauma,NA,NA,US,1997-11-03\
Bottlenose,"NOA0005767, AZA 642, 598M-1",Somers,M,a,1998,Born,5/22/98,Dolphin Quest Bermuda,Bailey,Gibbs*,Dolphin Quest Bermuda to Dolphin Quest Hawaii (03-Mar-2010),Dolphin Quest Hawai'i,US,Died,4/23/10,Septicemia,NA,3/3/10,Foreign,2010-03-03\
Bottlenose,AZA 722,Shaka's Calf,F,a,2000,Stillbirth,9/1/00,Dolphin Quest Hawaii,Shaka,Lono,NA,Dolphin Quest Hawai'i,US,Stillbirth,9/1/00,-,NA,NA,US,2000-09-01\
Bottlenose,AZA 1084,Poliahu's Calf,F,a,2001,Stillbirth,3/15/01,Dolphin Quest Hawaii,Poliahu,Lono,NA,Dolphin Quest Hawai'i,US,Stillbirth,3/15/01,-,NA,NA,US,2001-03-15\
Bottlenose,AZA 1086,Iwa's Calf,F,a,2002,Stillbirth,3/27/01,Dolphin Quest Hawaii,Iwa,Lono,NA,Dolphin Quest Hawai'i,US,Stillbirth,3/27/01,-,NA,NA,US,2001-03-27\
Bottlenose,AZA ????,Halia's Calf,U,a,2013,Born,10/14/13,Dolphin Quest Hawaii,Hali'a,NA,NA,Dolphin Quest Hawai'i,US,Died,10/1/13,-,Died sometime in October 2013 (estimated),NA,US,2013-10-14\
Bottlenose,"NOA0010384, 1216M1",Hali\'92a\'92s Calf,M,a,2016,Born,12/2/16,Dolphin Quest Hawaii,NA,NA,NA,Dolphin Quest Hawai'i,US,Died,12/5/16,-,"The mother of this calf is believed to be Hali\'92a, however, this is not confirmed.",NA,US,2016-12-02\
Bottlenose,"NOA0004383, AZA 675, IDR-72-1",Mr. Gipper,M,e,1949,Capture,1/1/59,Florida Keys,NA,NA,Florida Keys to Dolphin Research Center (1960s),Dolphin Research Center,US,Died,6/9/85,Pneumonia & complications of old age,"Captured sometime in the 1960's, exact date unknown to Ceta-Base",NA,US,1959-01-01\
Bottlenose,"NOA0004414, AZA 23, TT-013 (Navy), DRC-88-3",Josephine,F,e,1959,Capture,1/1/63,"Atlantic Ocean, FL?",NA,NA,"Florida, Atlantic Ocean? to U.S. Navy MMP (??-???-1963) to Long Marine Laboratory (11-Jul-1986) to Dolphin Research Center (30-Jun-1988)",Dolphin Research Center,US,Died,1/13/03,Euthanasia,NA,NA,US,1963-01-01\
Bottlenose,NOA0004372,Charlie,M,e,1961,Capture,1/1/64,Florida Keys,NA,NA,Florida Keys to Dolphin Research Center (1960s),Dolphin Research Center,US,Died,3/26/73,Bacterial septicemia,"Captured sometime in the 1960's, exact date unknown to Ceta-Base",NA,US,1964-01-01\
Bottlenose,"NOA0004382, AZA 20, IDR-72-2",Little Bit,F,e,1958,Capture,1/1/64,Florida Keys,NA,NA,Florida Keys to Dolphin Research Center (??-???-1964),Dolphin Research Center,US,Died,2/18/91,Toxemia associated with left ovarian tumor,NA,NA,US,1964-01-01\
Bottlenose,"NOA0004373, 007 (Flipper's Sea School)",Patty,F,e,NA,Capture,1/1/64,Florida,NA,NA,"Florida, Unknown to Unknown Florida Facility, possible DRC (1960s) to Montreal Aquarium (Late 1960s?) to Dolphin Research Center (23-Apr-1980)",Dolphin Research Center,US,Died,4/26/80,Unknown,NA,NA,US,1964-01-01\
Bottlenose,"NOA0000152, TT10 (Montreal Aquarium)",Pierrot,M,e,1962,Capture,1/1/64,Florida,NA,NA,"Florida, Unknown to Unknown Florida Facility, possible DRC (1960s) to Montreal Aquarium (Late 1960s?) to Dolphin Research Center (23-Apr-1980)",Dolphin Research Center,US,Died,4/26/80,Stress,NA,NA,US,1964-01-01\
Bottlenose,NOA0004371,Sam,M,e,1957,Capture,1/1/64,Florida Keys,NA,NA,Florida Keys to Dolphin Research Center (1960s),Dolphin Research Center,US,Died,1/20/77,Unknown,"Captured sometime in the 1960's, exact date unknown to Ceta-Base",NA,US,1964-01-01\
Bottlenose,"NOA0004377, 009 (Flipper's Sea School)",Sonny,M,e,NA,Capture,1/1/64,Florida,NA,NA,Unknown to Dolphin Research Center (??-???-????),Dolphin Research Center,US,Died,6/4/73,Pneumonia,NA,NA,US,1964-01-01\
Bottlenose,"NOA0004385, AZA 36, IDR-72-3",Theresa,F,e,1960,Capture,1/1/68,"Atlantic Ocean, FL?",NA,NA,"Florida, Atlantic Ocean? to U.S. Navy MMP (1960s) to Dolphin Research Center (1968?) to Virgin Islands, Film Shoot (??-???-1989) to Escape, Virgin Islands (03-Mar-1989) to Re-Capture, Virgin Islands (04-Apr-1989) to Dolphin Research Center (??-???-1989)",Dolphin Research Center,US,Died,5/4/11,Age-related health issues,"Captured sometime in the 1960's, exact date unknown to Ceta-Base",NA,US,1968-01-01\
Bottlenose,NOA0004374,Chauncey,M,e,1961,Capture,11/2/71,Florida Keys,NA,NA,Florida Keys to Dolphin Research Center (02-Nov-1971),Dolphin Research Center,US,Died,10/13/74,pneumonia,NA,NA,US,1971-11-02\
Bottlenose,"NOA0004381, AZA 62, IDR-74-1",Delphi,M,e,1967,Capture,1/1/72,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to Audubon Zoo (",Dolphin Research Center,US,Died,8/16/08,subacute bronchopneumonia,NA,NA,US,1972-01-01\
Bottlenose,NOA0004376,Poco,M,e,1967,Capture,6/1/72,Florida Keys,NA,NA,Florida Keys to Dolphin Research Center (,Dolphin Research Center,US,Died,8/18/75,Internal bleeding,Captured prior to June 1972,NA,US,1972-06-01\
Bottlenose,"NOA0004380, AZA 48, IDR-72-5",Bee,F,e,1965,Capture,7/14/72,Florida Keys,NA,NA,Florida Keys to Dolphin Research Center (14-Jul-1972),Dolphin Research Center,US,Died,11/30/89,multifactorial/gastrointestinal,NA,NA,US,1972-07-14\
Bottlenose,"NOA0000149, IDR_72-4",Shannon,F,e,1958,Capture,7/14/72,Florida Keys,NA,NA,Florida Keys to Dolphin Research Center (14-Jul-1972),Dolphin Research Center,US,Died,12/23/80,"severe, pre-natal uterine infection",Pregnant at the time of her death,NA,US,1972-07-14\
Bottlenose,NOA0004375,Corky,F,a,1973,Born,8/1/73,Dolphin Research Center,NA,NA,NA,Dolphin Research Center,US,Died,5/8/75,regetative endocarditis,NA,NA,US,1973-08-01\
Bottlenose,"NOA0004384, AZA 1022, IDR-74-2",Natua,M,a,1974,Born,12/28/74,Dolphin Research Center,Theresa,NA,NA,Dolphin Research Center,US,Died,10/1/91,hepatitis & cirrhosis,NA,NA,US,1974-12-28\
Bottlenose,"NOA0000146, IDR-75-1",Captain Gray,U,e,1961,Capture,5/13/75,Florida Keys,NA,NA,Florida Keys to Dolphin Research Center (13-May-1975),Dolphin Research Center,US,Died,9/13/83,-,NA,NA,US,1975-05-13\
Bottlenose,"NOA0000150, IDR-75-2",Longnose,F,e,1972,Capture,5/13/75,Florida Keys,NA,NA,Florida Keys to Dolphin Research Center (13-May-1975),Dolphin Research Center,US,Died,10/20/80,"pancreatic inflam.; fibrosis, gastritis",NA,NA,US,1975-05-13\
Bottlenose,"NOA0004387, AZA 114, IDR-77-1",Misty,F,e,1972,Capture,5/13/75,Florida Keys,NA,NA,Florida Keys to Unknown (DRC or other?) (13-May-1975) to Dolphin Research Center (02-Oct-1977),Dolphin Research Center,US,Died,7/21/93,hepatic insufficiency/failure,NA,NA,US,1975-05-13\
Bottlenose,NOA0004370,Mitchell,M,e,1969,Capture,5/20/75,Florida Keys,NA,NA,Florida Keys to Dolphin Research Center (20-May-1975),Dolphin Research Center,US,Died,12/22/76,Unknown,NA,NA,US,1975-05-20\
Bottlenose,NOA0000729,Buie,M,e,NA,Capture,5/20/75,Florida Keys,NA,NA,Florida Keys to Dolphin Research Center (20-May-1975) to New York Aquarium (02-Jun-1976) to Dolphin Research Center (1976 ~ 1983),Dolphin Research Center,US,Released?,1/1/83,-,NA,NA,US,1975-05-20\
Bottlenose,NOA0000151,Moxie,M,a,1976,Born,9/5/76,Dolphin Research Center,Bee,NA,NA,Dolphin Research Center,US,Died,2/16/79,Mother-infant incompatibility,NA,NA,US,1976-09-05\
Bottlenose,NOA0001123,Sabby,F,e,1973,Capture,10/31/76,Florida Keys,NA,NA,Florida Keys to Dolphin Research Center (31-Oct-1976),Dolphin Research Center,US,Died,12/18/76,Trematodes,NA,NA,US,1976-10-31\
Bottlenose,"NOA0004388, TT30 (Montreal Aquarium)",Kim,F,e,1973,Capture,11/4/76,Florida Keys,NA,NA,Florida Keys to Dolphin Research Center (04-Nov-1976) to Montreal Aquarium (~ 1976?) to Dolphin Research Center (23-Apr-1980),Dolphin Research Center,US,Died,11/8/84,Unknown,NA,NA,US,1976-11-04\
Bottlenose,"NOA0004405, TT-579 (Navy), DRC-88-4",Arrow,F,e,1959,Capture,8/17/77,"Atlantic Ocean, FL?",NA,NA,"Florida, Atlantic Ocean? to U.S. Navy MMP (17-Aug-1977) to Long Marine Laboratory (11-Jul-1986) to Dolphin Research Center (30-Jun-1988)",Dolphin Research Center,US,Died,7/16/88,subacute cystitis,"Arrow was previously named ""Gwendolyn""",NA,US,1977-08-17\
Bottlenose,"NOA0000147, IDR-77-3",Ceti,M,a,1977,Born,11/16/77,Dolphin Research Center,NA,NA,NA,Dolphin Research Center,US,Died,10/16/83,hemorrhagic enteritis/colitis,NA,NA,US,1977-11-16\
Bottlenose,"NOA0000148, IDR-78-1",Rosetta,F,a,1978,Born,5/6/78,Dolphin Research Center,Theresa,NA,NA,Dolphin Research Center,US,Died,3/28/82,depression of bone marrow,NA,NA,US,1978-05-06\
Bottlenose,"NOA0001794, #4 (Cedar Point)",Breeze,F,e,1978,Capture,1/13/80,Florida Keys,NA,NA,Florida Keys to Miami Seaquarium (13-Jan-1980) to Cedar Point (05-May-1980) to Dolphin Research Center (31-Mar-1998),Dolphin Research Center,US,Died,6/28/98,liver failure,NA,NA,US,1980-01-13\
Bottlenose,"NOA0003416, F3 (Collector's ID)",Ubie,F,e,1975,Capture,7/16/80,"Gulf of Mexico, FL?",NA,NA,"Florida, Gulf Coast? to Marine Animal Productions (16-Jul-1980) to Dolphin Research Center (03-Nov-1980)",Dolphin Research Center,US,Died,7/22/83,undetermined,NA,NA,US,1980-07-16\
Bottlenose,"NOA0004404, AZA 189, TT402",Kibby,M,e,1977,Capture,4/22/81,"Texas, Gulf of Mexico",NA,NA,"Texas, Gulf of Mexico to Sea-Arama Marineworld (22-Apr-1981) to National Aquarium in Baltimore (01-Aug-1981) to Dolphin Research Center (21-Nov-1981) to National Aquarium in Baltimore (??-Jun-1982) to Dolphin Research Center (11-Aug-1982)",Dolphin Research Center,US,Died,1/25/13,viventricular heart failure with (apparent) acute decompensation,NA,NA,US,1981-04-22\
Bottlenose,"NOA0004409, AZA 188, TT 403",Aphrodite,F,e,1977,Capture,7/15/81,"Texas, Gulf of Mexico",NA,NA,"Texas, Gulf of Mexico to Sea-Arama Marineworld (15-Jul-1981) to National Aquarium in Baltimore (01-Aug-1981) to Dolphin Research Center (21-Nov-1981) to National Aquarium in Baltimore (??-Jun-1982) to Dolphin Research Center (11-Aug-1982)",Dolphin Research Center,US,Died,5/8/00,-,NA,NA,US,1981-07-15\
Bottlenose,"NOA0004389, AZA 1029, IDR-81-1",Annessa,M,a,1981,Born,9/25/81,Dolphin Research Center,Bee,Delphi,NA,Dolphin Research Center,US,Escaped,8/23/92,-,NA,NA,US,1981-09-25\
Bottlenose,"NOA0004421,",Cindy,F,e,1977,Capture,10/30/81,"Atlantic Ocean, FL",NA,NA,"Florida, Atlantic Ocean to Ocean World Ft Lauderdale (30-Oct-1981) to Dolphin Research Center (28-Jun-1994)",Dolphin Research Center,US,Died,1/17/00,multifactoral,** check original acquisition date,NA,US,1981-10-30\
Bottlenose,"NOA0000153, AZA ????, IDR-82-1",Jonah,M,a,1982,Born,1/2/82,Dolphin Research Center,NA,NA,NA,Dolphin Research Center,US,Died,11/2/82,adrenal cortical atrophy,NA,NA,US,1982-01-02\
Bottlenose,"NOA0004390, IDR-82-2",Nai'a'ili,M,e,NA,Rescue,9/8/82,Florida Keys,NA,NA,Florida Keys to Dolphin Research Center (08-Sep-1982),Dolphin Research Center,US,Died,6/24/87,"pulmonary, hepatic and myocardial",Offshore ecotype,NA,US,1982-09-08\
Bottlenose,NOA0004397,Captain,M,e,1980,Capture,2/24/84,Florida Keys,NA,NA,Florida Keys to Dolphin Research Center (24-Feb-1984),Dolphin Research Center,US,Died,6/22/85,meningitis and liver complications,NA,NA,US,1984-02-24\
Bottlenose,"NOA0004395, DRC-BC 84-2",Tai,M,a,NA,Born,4/11/84,Dolphin Research Center,Theresa,NA,NA,Dolphin Research Center,US,Died,8/7/85,-,NA,NA,US,1984-04-11\
Bottlenose,NOA0002128,Mimi's Calf,F,a,1984,Born,9/28/84,Dolphin Research Center,Mimi,NA,NA,Dolphin Research Center,US,Died,10/10/84,salmonella,NA,NA,US,1984-09-28\
Bottlenose,NOA0002125,Aphro's Calf,F,a,1985,Born,5/18/85,Dolphin Research Center,Aphrodite,NA,NA,Dolphin Research Center,US,Died,5/23/85,salmonella,NA,NA,US,1985-05-18\
Bottlenose,"NOA0004399, AZA ????, DRC-BC-85-1",Halley,M,a,1985,Born,8/15/85,Dolphin Research Center,NA,NA,NA,Dolphin Research Center,US,Died,12/21/87,"multiple lacerations, etc.",NA,NA,US,1985-08-15\
Bottlenose,"NOA0004402, AZA ????, S86F-3",Captiva,F,e,1983,Capture,9/12/86,Florida Keys,NA,NA,Florida Keys to Dolphin Research Center (12-Sep-1986),Dolphin Research Center,US,Died,10/21/89,multi-organ functional compromise,NA,NA,US,1986-09-12\
"Spotted, Atlantic","NOA0004423, SWF-SF-8691B",Stanley,M,e,NA,Rescue,10/30/86,"Shell Island, FL, US",NA,NA,"Shell Island, Florida to SeaWorld Orlando (30-Oct-1986) to Dolphin Research Center (02-Feb-1995)",Dolphin Research Center,US,Died,2/6/98,regenerative anemia,NA,NA,US,1986-10-30\
Bottlenose,"NOA0004401, DRC-BC-86-2",Calf ,M,a,1986,Born,12/23/86,Dolphin Research Center,NA,NA,NA,Dolphin Research Center,US,Died,1/5/87,neonatal lung dysfunction,NA,NA,US,1986-12-23\
"Spotted, Pantropical","NOA0004406, DRC-87-3",Dart,F,e,NA,Rescue,10/24/87,Lower Matecumbe Key,NA,NA,Lower Matecumbe Key to Dolphin Research Center (24-Oct-1987),Dolphin Research Center,US,Died,11/9/90,multifactorial,NA,NA,US,1987-10-24\
Bottlenose,"NOA0004408, AZA 1032, DRC-BC-87-7",Omega,F,a,1987,Born,11/20/87,Dolphin Research Center,Bee,Delphi,NA,Dolphin Research Center,US,Died,10/31/91,pneumonia,NA,NA,US,1987-11-20\
Bottlenose,"NOA0004407, DRC-BC-88-1",Calf ,M,a,1988,Born,3/21/88,Dolphin Research Center,NA,NA,NA,Dolphin Research Center,US,Died,9/12/88,pancreatitis,NA,NA,US,1988-03-21\
Bottlenose,"NOA0004412, DRC-BC-88-9",Calf ,F,a,1988,Stillbirth,12/10/88,Dolphin Research Center,NA,NA,NA,Dolphin Research Center,US,Stillbirth,12/10/88,premature/stillbirth,NA,NA,US,1988-12-10\
Bottlenose,"NOA0004411, DRC-BC-89-1",Calf ,M,a,1989,Born,1/1/89,Dolphin Research Center,NA,NA,NA,Dolphin Research Center,US,Died,1/8/89,probably multifactorial,NA,NA,US,1989-01-01\
Bottlenose,"NOA0004463,",Buckbuk,M,e,1981,Capture,8/7/89,"Atlantic Ocean, FL?",NA,NA,"Florida, Atlantic Ocean? to U.S. Navy MMP (07-Aug-1989) to Sugarloaf Dolphin Sanctuary (30-Nov-1994) to Near Key West (23-May-1996) to Florida Keys (04-Jun-1996) to Dolphin Research Center (04-Jun-1996)",Dolphin Research Center,US,Died,6/20/99,-,NA,NA,US,1989-08-07\
Bottlenose,"NOA0004415, AZA 1038, DRC-BC-90-5",Little Bit's Calf,F,a,1990,Stillbirth,5/28/90,Dolphin Research Center,Little Bit,NA,NA,Dolphin Research Center,US,Stillbirth,5/28/90,extremely prolonged labor,NA,NA,US,1990-05-28\
Bottlenose,"NOA0004419, AZA 1060, DRC-BC-92-23",Aphro's Calf,M,a,1992,Stillbirth,11/23/92,Dolphin Research Center,Aphrodite,Rainbow,NA,Dolphin Research Center,US,Stillbirth,11/23/92,premature/stillbirth,NA,NA,US,1992-11-23\
Bottlenose,"NOA0004420, DRC-BC-93-10",Theresa's Calf,F,a,1993,Born,10/6/93,Dolphin Research Center,Theresa,Rainbow,NA,Dolphin Research Center,US,Died,5/27/94,gastric/foreign body impaction,NA,NA,US,1993-10-06\
Bottlenose,"NOA0004422, AZA 1068, DRC-BC-94-06",Picara,F,a,1994,Born,9/2/94,Dolphin Research Center,Cindy,Dimples II,NA,Dolphin Research Center,US,Died,7/5/95,pancreatitis,Conceived at Ocean World Florida,NA,US,1994-09-02\
Bottlenose,"NOA0005726, AZA 627, DRC-BC-97-02",Theresa's Calf,F,a,1997,Born,6/18/97,Dolphin Research Center,Theresa,Buck,NA,Dolphin Research Center,US,Died,9/16/97,-,NA,NA,US,1997-06-18\
Bottlenose,"DRC-BC-01-02, AZA 1083",Destiny,F,a,2001,Born,3/7/01,Dolphin Research Center,Aleta,Rainbow,NA,Dolphin Research Center,US,Died,3/13/01,-,NA,NA,US,2001-03-07\
Bottlenose,"NOA0005955, AZA 1085, DRC-BC-01-03",Havana,M,a,2001,Born,3/20/01,Dolphin Research Center,Tursi,Rainbow,NA,Dolphin Research Center,US,Died,6/2/01,pneumonia,NA,NA,US,2001-03-20\
Bottlenose,AZA 1090,Aleta's Calf,F,a,2002,Born,4/4/02,Dolphin Research Center,Aleta,Kibby,NA,Dolphin Research Center,US,Died,4/4/02,-,NA,NA,US,2002-04-04\
Bottlenose,AZA 1091,Molly's Calf,F,a,2002,Born,4/5/02,Dolphin Research Center,Molly,Kibby,NA,Dolphin Research Center,US,Died,4/23/02,-,NA,NA,US,2002-04-05\
Bottlenose,AZA 1094,Merina's Calf,M,a,2004,Born,9/23/04,Dolphin Research Center,Merina,Rainbow,NA,Dolphin Research Center,US,Died,10/6/04,-,NA,NA,US,2004-09-23\
Bottlenose,AZA 1096,Tursi's Calf,F,a,2004,Stillbirth,10/28/04,Dolphin Research Center,Tursi,Kibby,NA,Dolphin Research Center,US,Stillbirth,10/28/04,-,NA,NA,US,2004-10-28\
Bottlenose,"NOA0006302, AZA 1100, DRC-BC-05-01",Santini's Calf,M,a,2005,Born,10/24/05,Dolphin Research Center,Santini,Rainbow,NA,Dolphin Research Center,US,Died,10/24/05,-,NA,NA,US,2005-10-24\
Bottlenose,"NOA0006368, AZA 1165, DRC-BC-06-01",Ras,M,a,2006,Born,11/24/06,Dolphin Research Center,Santini,Kibby,NA,Dolphin Research Center,US,Died,12/27/09,sepsis from gastric impaction (seagrass),NA,NA,US,2006-11-24\
Bottlenose,"NOA0006704, AZA ????, DRC-BC-10-03",Calusa's Calf,U,a,2010,Born,11/13/10,Dolphin Research Center,Calusa,"A.I., Merlin",NA,Dolphin Research Center,US,Died,11/17/10,acute bacterial septicemia,"Conceived via artificial insemination, sire (Merlin) lives at Six Flags Discovery Kingdom",NA,US,2010-11-13\
Bottlenose,"NOA0003746, AZA 593",Kai'nalu,M,a,1996,Born,10/3/96,Dolphin Quest Hawaii,Leilani,Hobi,Dolphin Quest Hawaii to Dolphin Quest Oahu (05-Oct-2002) to Dolphin Quest Hawaii (14-Sep-2009) to Dolphin Quest Hawaii (08-Sep-2000) to Dolphin Quest Oahu (??-May-2012) to  Dolphinaris Arizona (26-Sep-2016),Dolphinaris Arizona,US,Unknown,NA,-,NA,NA,US,1996-10-03\
Bottlenose,"NOA0005761, AZA 649, SWT-TT-9877",Ping,F,a,1998,Born,7/3/98,SeaWorld San Antonio,Alice,Capricorn,SeaWorld San Antonio to Six Flags Discovery Kingdom (11-Feb-2013) to Dolphinaris Arizona (24-Aug-2016),Dolphinaris Arizona,US,Unknown,NA,-,NA,NA,US,1998-07-03\
Bottlenose,"NOA0005888, AZA 708, TT00611",Sonny,M,a,2009,Born,6/11/00,Six Flags Discovery Kingdom,Chelsea,Schooner,Six Flags Discovery Kingdom to Dolphinaris Arizona (24-Aug-2016),Dolphinaris Arizona,US,Unknown,NA,-,NA,NA,US,2000-06-11\
Bottlenose,"NOA0000420, AZA 550",Liko,M,a,2000,Born,9/8/00,Dolphin Quest Hawaii,Kona,Lono,Dolphin Quest Hawaii to Dolphin Quest Oahu (??-May-2012) to Dolphinaris Arizona (26-Sep-2016),Dolphinaris Arizona,US,Unknown,NA,-,NA,NA,US,2000-09-08\
